"rule_id","bucket","authority","standard","standard_versions","severity","executability","pattern","status","core_id","cg_ids","tig_ids","fb_ids","p21_id_equivalent","p21_primitive","overlap_type","message","check_tree_preview","converted_at","notes"
"CORE-000367","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000367",NA,NA,NA,NA,NA,NA,"ACTARM is not in TA.ARM, but ACTARM in DM does not equal Screen Failure, Not Assigned, Not Treated, or Unplanned Treatment.",NA,NA,NA
"CORE-000368","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000368",NA,NA,NA,NA,NA,NA,"ARM is not in TA.ARM, but ARM in DM does not equal Screen Failure or Not Assigned.",NA,NA,NA
"CORE-000369","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000369",NA,NA,NA,NA,NA,NA,"RFENDTC must be null when ACTARM in (Screen Failure, Not Assigned, Not Treated).",NA,NA,NA
"CORE-000370","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000370",NA,NA,NA,NA,NA,NA,"DM.RFICDTC is not equal to the earliest DSSTDTC, when DSTERM indicates Informed consent obtained.",NA,NA,NA
"CORE-000371","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000371",NA,NA,NA,NA,NA,NA,"ARM is ""Screen Failure"", ""Not Assigned"", ""Unplanned Treatment"" or ""Not Treated""",NA,NA,NA
"CORE-000372","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000372",NA,NA,NA,NA,NA,NA,"For TS.TSPARMCD = ""ADDON"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing",NA,NA,NA
"CORE-000373","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000373",NA,NA,NA,NA,NA,NA,"For TS.TSPARMCD = ""RANDOM"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing",NA,NA,NA
"CORE-000374","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000374",NA,NA,NA,NA,NA,NA,"There is more than one record per subject per EPOCH",NA,NA,NA
"CORE-000375","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000375",NA,NA,NA,NA,NA,NA,"QORIG = ASSIGNED but QEVAL is not populated",NA,NA,NA
"CORE-000376","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000376",NA,NA,NA,NA,NA,NA,"First 2 characters of prefixed variable within custom domain do not match the DOMAIN value.",NA,NA,NA
"CORE-000377","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000377",NA,NA,NA,NA,NA,NA,"DM.ARMCD must equal DM.ACTARMCD when subject is either a screen failure or not assigned to treatment",NA,NA,NA
"CORE-000378","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000378",NA,NA,NA,NA,NA,NA,"RFENDTC must not be null when ACTARM is a value other than Screen Failure, Not Assigned, or Not Treated.",NA,NA,NA
"CORE-000379","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000379",NA,NA,NA,NA,NA,NA,"RFSTDTC must be null when ACTARM in (Screen failure, Not Assigned, Not Treated).",NA,NA,NA
"CORE-000380","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000380",NA,NA,NA,NA,NA,NA,"RFSTDTC must not be null when ACTARM is not in (Screen Failure, Not Assigned, Not Treated.",NA,NA,NA
"CORE-000384","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000384",NA,NA,NA,NA,NA,NA,"RELREC.RDOMAIN does not represent a dataset present in the study",NA,NA,NA
"CORE-000398","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000398",NA,NA,NA,NA,NA,NA,"The label of the variable does not correspond to the label in the IG",NA,NA,NA
"CORE-000452","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000452",NA,NA,NA,NA,NA,NA,"Missing value for AGEU, when AGE or AGETXT is provided",NA,NA,NA
"CORE-000453","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000453",NA,NA,NA,NA,NA,NA,"Missing value for AGE, when AGEU is provided",NA,NA,NA
"CORE-000457","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000457",NA,NA,NA,NA,NA,NA,"SUPP--.RDOMAIN does not represent a dataset present in the study",NA,NA,NA
"CORE-000467","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000467",NA,NA,NA,NA,NA,NA,"TSVAL is missing when TSPARMCD = STOPRULE.",NA,NA,NA
"CORE-000468","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000468",NA,NA,NA,NA,NA,NA,"A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TRT is empty.",NA,NA,NA
"CORE-000469","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000469",NA,NA,NA,NA,NA,NA,"A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTMODEL is empty.",NA,NA,NA
"CORE-000470","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000470",NA,NA,NA,NA,NA,NA,"A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTTYPE is empty.",NA,NA,NA
"CORE-000473","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000473",NA,NA,NA,NA,NA,NA,"A record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = Y but TSVAL for TSPARMCD = TDIGRP is not empty or does not equal HEALTHY SUBJECTS.",NA,NA,NA
"CORE-000483","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000483",NA,NA,NA,NA,NA,NA,"TSPARMCD = PCLAS but TSVCDREF does not equal 'MED-RT'.",NA,NA,NA
"CORE-000484","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000484",NA,NA,NA,NA,NA,NA,"Unique RELID is NOT present on multiple RELREC records within a subject.",NA,NA,NA
"CORE-000497","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000497",NA,NA,NA,NA,NA,NA,"A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = PCLAS is empty when PCLAS is applicable.",NA,NA,NA
"CORE-000501","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000501",NA,NA,NA,NA,NA,NA,"VISITDY is populated when SVUPDES is also populated.",NA,NA,NA
"CORE-000502","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000502",NA,NA,NA,NA,NA,NA,"RDOMAIN does not represent a dataset present in the study.",NA,NA,NA
"CORE-000504","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000504",NA,NA,NA,NA,NA,NA,"Invalid date for TSVAL for TSPARMCD = DCUTDTC (Data Cutoff Date)",NA,NA,NA
"CORE-000505","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000505",NA,NA,NA,NA,NA,NA,"TSVAL where TSPARMCD = SSTDTC is not in ISO 8601 format.",NA,NA,NA
"CORE-000506","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000506",NA,NA,NA,NA,NA,NA,"Invalid date for TSVAL for TSPARMCD = SENDTC (Study End Date)",NA,NA,NA
"CORE-000510","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000510",NA,NA,NA,NA,NA,NA,"Split dataset name is not 3 or 4 characters in length",NA,NA,NA
"CORE-000515","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000515",NA,NA,NA,NA,NA,NA,"DM.ACTARMCD does not equal ""SCRNFAIL"", ""NOTASSGN"" or ""NOTTRT"" but there are no DS records for the same subject",NA,NA,NA
"CORE-000517","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000517",NA,NA,NA,NA,NA,NA,"Negative value for --DOSTOT.",NA,NA,NA
"CORE-000518","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000518",NA,NA,NA,NA,NA,NA,"Negative value for --VAMT.",NA,NA,NA
"CORE-000522","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000522",NA,NA,NA,NA,NA,NA,"Missing DSCAT value for Disposition Event.",NA,NA,NA
"CORE-000527","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000527",NA,NA,NA,NA,NA,NA,"SEENDTC is null when element is not the last.",NA,NA,NA
"CORE-000529","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000529",NA,NA,NA,NA,NA,NA,"--DY is not correctly calculated even though the date portion of --DTC is complete, the date portion of RFSTDTC is complete, and --DY is not empty.",NA,NA,NA
"CORE-000530","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000530",NA,NA,NA,NA,NA,NA,"ACTARM should be equal to ARM when ACTARM is Screen Failure or Not Assigned.",NA,NA,NA
"CORE-000531","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000531",NA,NA,NA,NA,NA,NA,"DM.ARMCD must equal SCRNFAIL or NOTASSGN if the value is not present in TA.ARMCD",NA,NA,NA
"CORE-000532","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000532",NA,NA,NA,NA,NA,NA,"A record exists in TS where TSPARMCD = ADDON and TSVAL = Y but TSVAL for TSPARMCD = CURTRT is empty.",NA,NA,NA
"CORE-000533","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000533",NA,NA,NA,NA,NA,NA,"A SUPP domain other than SUPPDM contains population flags (name fragments reserved)",NA,NA,NA
"CORE-000534","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000534",NA,NA,NA,NA,NA,NA,"TAETORD is not an integer",NA,NA,NA
"CORE-000535","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000535",NA,NA,NA,NA,NA,NA,"--SEQ is not chronological (based on --STDTC) within USUBJID",NA,NA,NA
"CORE-000538","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000538",NA,NA,NA,NA,NA,NA,"RDOMAIN does not match characters 5 and 6 of the dataset name",NA,NA,NA
"CORE-000539","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000539",NA,NA,NA,NA,NA,NA,"Split dataset is present but the two-Letter parent domain is missing.",NA,NA,NA
"CORE-000540","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000540",NA,NA,NA,NA,NA,NA,"Parent domain referenced in Findings About dataset name is not present in the study",NA,NA,NA
"CORE-000541","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000541",NA,NA,NA,NA,NA,NA,"IETESTCD > 8 chars or contains more than only letters, numbers, underscores, or starts with a number.",NA,NA,NA
"CORE-000542","sdtm-library-api","CDISC","SEND-IG","3.0","Medium","predicate",NA,"predicate","CORE-000542",NA,NA,NA,NA,NA,NA,"--STRESC is numeric but --STRESN is not populated or not equal to --STRESC.",NA,NA,NA
"CORE-000543","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000543",NA,NA,NA,NA,NA,NA,"ARMCD does not equal ACTARMCD when subject is either a screen failure or not assigned to treatment",NA,NA,NA
"CORE-000544","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000544",NA,NA,NA,NA,NA,NA,"--SEQ is not a unique number per USUBJID per domain, nor a unique number per POOLID per domain, including when the domain is split into multiple files",NA,NA,NA
"CORE-000550","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000550",NA,NA,NA,NA,NA,NA,"Variables not listed in the Model List of Allowed Variables for Observation Class should be in SUPPQUAL.",NA,NA,NA
"CORE-000552","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000552",NA,NA,NA,NA,NA,NA,"--STDY is not properly calculated per study day algorithm",NA,NA,NA
"CORE-000553","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000553",NA,NA,NA,NA,NA,NA,"--ENDY is not properly calculated per study day algorithm",NA,NA,NA
"CORE-000562","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000562",NA,NA,NA,NA,NA,NA,"A record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = N but TSVAL for TSPARMCD = TDIGRP is empty.",NA,NA,NA
"CORE-000563","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000563",NA,NA,NA,NA,NA,NA,"TSVAL must be either Y or N when TSPARMCD is ADAPT",NA,NA,NA
"CORE-000564","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000564",NA,NA,NA,NA,NA,NA,"TSPARMCD = INDIC or TSPARMCD = TDIGRP but TSVCDREF is not equal to 'SNOMED'.",NA,NA,NA
"CORE-000571","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000571",NA,NA,NA,NA,NA,NA,"LNKID variable is only found in one domain.",NA,NA,NA
"CORE-000572","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000572",NA,NA,NA,NA,NA,NA,"--ENRTPT is not in ('BEFORE', 'COINCIDENT', 'ONGOING', 'AFTER', 'UNKNOWN')",NA,NA,NA
"CORE-000575","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000575",NA,NA,NA,NA,NA,NA,"No timing variable is provided",NA,NA,NA
"CORE-000579","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000579",NA,NA,NA,NA,NA,NA,"Dataset has no record.",NA,NA,NA
"CORE-000580","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000580",NA,NA,NA,NA,NA,NA,"The combination of TESTRL, TEENRL, and TEDUR is not unique for each ETCD.",NA,NA,NA
"CORE-000581","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000581",NA,NA,NA,NA,NA,NA,"DM dataset is missing.",NA,NA,NA
"CORE-000582","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000582",NA,NA,NA,NA,NA,NA,"TSVALn is null when TSVAL(n+1) is populated.",NA,NA,NA
"CORE-000585","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000585",NA,NA,NA,NA,NA,NA,"One of following variables is not present in the dataset; STUDYID, DOMAIN, USUBJID (or POOLID) or --SEQ.",NA,NA,NA
"CORE-000586","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000586",NA,NA,NA,NA,NA,NA,"Multiple records exist within the same EPOCH for a subject when DSCAT = DISPOSITION EVENT",NA,NA,NA
"CORE-000587","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000587",NA,NA,NA,NA,NA,NA,"TSVAL must be an integer greater than zero when TSPARMCD is NARMS",NA,NA,NA
"CORE-000594","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000594",NA,NA,NA,NA,NA,NA,"Variable label is not in title case.",NA,NA,NA
"CORE-000597","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000597",NA,NA,NA,NA,NA,NA,"Missing AESMIE=Y where SUPPAE.QNAM=AESOSP",NA,NA,NA
"CORE-000598","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000598",NA,NA,NA,NA,NA,NA,"Dataset name does not begin with DOMAIN value",NA,NA,NA
"CORE-000616","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000616",NA,NA,NA,NA,NA,NA,"--STINT is populated, but --TPTREF is missing.",NA,NA,NA
"CORE-000642","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000642",NA,NA,NA,NA,NA,NA,"--ENINT is populated, but --TPTREF is missing.",NA,NA,NA
"CORE-000643","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000643",NA,NA,NA,NA,NA,NA,"BLFL is set to ""Y"", but no value for STRESC is provided",NA,NA,NA
"CORE-000655","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000655",NA,NA,NA,NA,NA,NA,"Values between ARMCD and ACTARMCD are not matching",NA,NA,NA
"CORE-000656","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000656",NA,NA,NA,NA,NA,NA,"Values between ARM and ACTARM are not matching",NA,NA,NA
"CORE-000657","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000657",NA,NA,NA,NA,NA,NA,"AEENDTC is populated, when AEOUT = NOT RECOVERED/NOT RESOLVED.",NA,NA,NA
"CORE-000658","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000658",NA,NA,NA,NA,NA,NA,"RFICDTC falls after RFXSTDTC.",NA,NA,NA
"CORE-000659","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000659",NA,NA,NA,NA,NA,NA,"AEENDTC is missing, when AEOUT = RECOVERED/RESOLVED.",NA,NA,NA
"CORE-000672","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000672",NA,NA,NA,NA,NA,NA,"--STNRHI is less than or equal to --STNRLO.",NA,NA,NA
"CORE-000679","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000679",NA,NA,NA,NA,NA,NA,"DTHFL in DM dataset is ""Y"" but a record is missing in DS dataset where DSDECOD = ""DEATH"".",NA,NA,NA
"CORE-000685","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000685",NA,NA,NA,NA,NA,NA,"--TPT and --TPTNUM do not have a one-to-one relationship per unique value of VISITNUM.",NA,NA,NA
"CORE-000686","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000686",NA,NA,NA,NA,NA,NA,"--TPT and --TPTNUM do not have a one-to-one relationship per unique value of --TPTREF.",NA,NA,NA
"CORE-000689","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000689",NA,NA,NA,NA,NA,NA,"--TPT and --TPTNUM do not have a one-to-one relationship per unique combination of VISITNUM and --TPTREF values.",NA,NA,NA
"CORE-000699","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000699",NA,NA,NA,NA,NA,NA,"Standards units are inconsistent within the same test (category, sub-category, specimen and method)",NA,NA,NA
"CORE-000700","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000700",NA,NA,NA,NA,NA,NA,"Date/Time of Collection (--DTC) variable is missing when Study Day of Visit/Collection/Exam (--DY) is present.",NA,NA,NA
"CORE-000701","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000701",NA,NA,NA,NA,NA,NA,"EPOCH is missing for clinical subject-level observation.",NA,NA,NA
"CORE-000705","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000705",NA,NA,NA,NA,NA,NA,"DTHFL is ""Y"", but DTHDTC is not populated in the DM dataset.",NA,NA,NA
"CORE-000706","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000706",NA,NA,NA,NA,NA,NA,"--LLTCD and --LLT do not have a one-to-one relationship.",NA,NA,NA
"CORE-000707","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000707",NA,NA,NA,NA,NA,NA,"--DY is greater than --ENDY.",NA,NA,NA
"CORE-000708","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000708",NA,NA,NA,NA,NA,NA,"--STDY is greater than --ENDY.",NA,NA,NA
"CORE-000709","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000709",NA,NA,NA,NA,NA,NA,"CETERM or CEDECOD is 'DEATH' in CE dataset, but DTHFL in DM dataset is not ""Y"".",NA,NA,NA
"CORE-000710","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"superseded","CORE-000710",NA,NA,NA,NA,NA,NA,"--STRTPT is not in ('BEFORE', 'COINCIDENT', 'AFTER', 'UNKNOWN')",NA,NA,NA
"CORE-000711","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000711",NA,NA,NA,NA,NA,NA,"RFSTDTC falls after RFENDTC.",NA,NA,NA
"CORE-000712","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000712",NA,NA,NA,NA,NA,NA,"Value for IDVAR in SUPP-- does not represent a variable present in the dataset referenced in RDOMAIN.",NA,NA,NA
"CORE-000713","sdtm-library-api","FDA","SDTM-IG","3.3","Medium","predicate",NA,"predicate","CORE-000713",NA,NA,NA,NA,NA,NA,"RFICDTC falls after RFSTDTC.",NA,NA,NA
"CORE-000714","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000714",NA,NA,NA,NA,NA,NA,"RFXSTDTC falls after RFXENDTC.",NA,NA,NA
"CORE-000716","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000716",NA,NA,NA,NA,NA,NA,"--SOCCD and --SOC do not have a one-to-one relationship.",NA,NA,NA
"CORE-000717","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000717",NA,NA,NA,NA,NA,NA,"AESTDTC falls after the last DSSTDTC.",NA,NA,NA
"CORE-000718","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000718",NA,NA,NA,NA,NA,NA,"--STDTC falls after  --ENDTC.",NA,NA,NA
"CORE-000719","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000719",NA,NA,NA,NA,NA,NA,"--HLGTCD and --HLGT do not have a one-to-one relationship.",NA,NA,NA
"CORE-000720","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000720",NA,NA,NA,NA,NA,NA,"--DTC falls after RFPENDTC.",NA,NA,NA
"CORE-000723","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000723",NA,NA,NA,NA,NA,NA,"--HLTCD and --HLT do not have a one-to-one relationship.",NA,NA,NA
"CORE-000726","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000726",NA,NA,NA,NA,NA,NA,"Ethnicity has been collected but the values is not mapped to ""HISPANIC OR LATINO"" or ""NOT HISPANIC OR LATINO""",NA,NA,NA
"CORE-000728","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000728",NA,NA,NA,NA,NA,NA,"TSVALCD and TSVAL do not have a one-to-one relationship.",NA,NA,NA
"CORE-000729","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000729",NA,NA,NA,NA,NA,NA,"INVNAM and INVID do not have a one-to-one relationship.",NA,NA,NA
"CORE-000730","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000730",NA,NA,NA,NA,NA,NA,"TSVAL does not conform to ISO 8601",NA,NA,NA
"CORE-000731","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000731",NA,NA,NA,NA,NA,NA,"TSVAL is not NULL and does not conform to ISO 8601 time period",NA,NA,NA
"CORE-000732","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000732",NA,NA,NA,NA,NA,NA,"--STRESC is not numeric but --STRESN is not empty",NA,NA,NA
"CORE-000733","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000733",NA,NA,NA,NA,NA,NA,"TSPARMCD = RANDQT record is not present",NA,NA,NA
"CORE-000735","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"superseded","CORE-000735",NA,NA,NA,NA,NA,NA,"Throw error when TSPARMCD is equal to COMPTRT, CURTRT, or TRT and TSVCDREF ^= UNII",NA,NA,NA
"CORE-000736","sdtm-library-api","FDA","SDTM-IG","3.3","Medium","predicate",NA,"predicate","CORE-000736",NA,NA,NA,NA,NA,NA,"AGE and AGETXT are in the list of TSPARAMCDs with TSVAL populated.",NA,NA,NA
"CORE-000739","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000739",NA,NA,NA,NA,NA,NA,"EX is not present in study when study includes protocol-specified study treatment",NA,NA,NA
"CORE-000740","sdtm-library-api","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000740",NA,NA,NA,NA,NA,NA,"A required value of TSPARMCD is not found",NA,NA,NA
"CORE-000741","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000741",NA,NA,NA,NA,NA,NA,"The set  ('INTMODEL’, 'INTTYPE','PCLASS') is not in the list of TSPARAMCD with TSVAL populated.",NA,NA,NA
"CORE-000742","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000742",NA,NA,NA,NA,NA,NA,"TSVALNF is not equal to NA when TSPARAMCD=INDIC",NA,NA,NA
"CORE-000743","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000743",NA,NA,NA,NA,NA,NA,"IETESTCD and IETEST do not have a one-to-one relationship.",NA,NA,NA
"CORE-000744","sdtm-library-api","CDISC","SDTM-IG","3.4","Medium","predicate",NA,"predicate","CORE-000744",NA,NA,NA,NA,NA,NA,"Related record is present in the parent domain dataset but FAOBJ is not equal to the ""TERM"", ""TRT"" or ""DECOD"" of the parent domain.",NA,NA,NA
"CORE-000745","sdtm-library-api","FDA","SDTM-IG","3.2","Medium","predicate",NA,"predicate","CORE-000745",NA,NA,NA,NA,NA,NA,"OIPARMCD and OIPARM do not have a one-to-one relationship.",NA,NA,NA
