"core_id","cg_ids","tig_ids","fb_ids","rule_type","description","outcome_message","core_executable","cg_executability","overlap_type"
"CORE-000716","","","FB0911","Record Data","--SOCCD and --SOC should have a one-to-one relationship.","--SOCCD and --SOC do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000717","","","FB3401","Record Data","Start Date/Time of Adverse Event (AESTDTC) should be prior or equal to the Start Date/Time of the latest Disposition Event (DSSTDTC).","AESTDTC falls after the last DSSTDTC.",TRUE,NA,"core-only"
"CORE-000718","","","FB3209","Record Data","Start Date/Time of Observation (--STDTC) should be prior or equal to the End Date/Time of Observation (--ENDTC).","--STDTC falls after  --ENDTC.",TRUE,NA,"core-only"
"CORE-000719","","","FB0908","Record Data","--HLGTCD and --HLGT should have a one-to-one relationship.","--HLGTCD and --HLGT do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000720","","","FB3406","Record Data","Date/Time of Collection (--DTC) variable value should be prior or equal to Date/Time of End of Participation (RFPENDTC).","--DTC falls after RFPENDTC.",TRUE,NA,"core-only"
"CORE-000723","","","FB0907","Record Data","--HLTCD and --HLT should have a one-to-one relationship.","--HLTCD and --HLT do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000726","","","FB5701","Record Data","When Ethnicity was collected and it was not mapped as ""HISPANIC OR LATINO"" or ""NOT HISPANIC OR LATINO"".","Ethnicity has been collected but the values is not mapped to ""HISPANIC OR LATINO"" or ""NOT HISPANIC OR LATINO""",TRUE,NA,"core-only"
"CORE-000728","","","FB0904","Record Data","TSVALCD and TSVAL should have a one-to-one relationship.","TSVALCD and TSVAL do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000729","","","FB0912","Record Data","INVID and INVNAM shoumd have a one-to-one relationship.","INVNAM and INVID do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000730","CG0438","","","Record Data","When TSPARMCD is equal to AGEMIN and TSVAL is not null, TSVAL should conform to ISO 8601","TSVAL does not conform to ISO 8601",TRUE,"narrative","core-is-better"
"CORE-000731","CG0439","","","Record Data","When TSPARMCD = LENGTH and TSVAL ^= NULL, TSVAL needs to conform to ISO 8601 time period","TSVAL is not NULL and does not conform to ISO 8601 time period",TRUE,"narrative","core-is-better"
"CORE-000732","","","FB3103","Record Data","--STRESC is not populated with a numeric value, but --STRESN is not empty.","--STRESC is not numeric but --STRESN is not empty",TRUE,NA,"core-only"
"CORE-000733","CG0281","","","Record Data","At least one observation where TSPARMCD = TRT is present and there is only one investigational treatment","TSPARMCD = RANDQT record is not present",TRUE,"narrative","core-is-better"
"CORE-000735","CG0444","","","Record Data","When TSPARMCD is equal to COMPTRT, CURTRT or TRT, TSVCDREF should equal UNII","Throw error when TSPARMCD is equal to COMPTRT, CURTRT, or TRT and TSVCDREF ^= UNII",TRUE,"predicate","true-duplicate"
"CORE-000736","","","FB1116","Record Data","Either AGE or AGETXT is in the list of TSPARMCDs with TSVAL populated, not both.","AGE and AGETXT are in the list of TSPARAMCDs with TSVAL populated.",TRUE,NA,"core-only"
"CORE-000739","CG0407","","","Domain Presence Check","Trigger error when study includes protocol-specified study treatment and EX is not present","EX is not present in study when study includes protocol-specified study treatment",TRUE,"narrative","core-is-better"
"CORE-000740","CG0287","","","Record Data","A required value of TSPARMCD is not found","A required value of TSPARMCD is not found",TRUE,"narrative","core-is-better"
"CORE-000741","","","FB1111","Record Data","The set  ('INTMODEL’, 'INTTYPE','PCLASS') is not in the list of TSPARAMCD with TSVAL populated.","The set  ('INTMODEL’, 'INTTYPE','PCLASS') is not in the list of TSPARAMCD with TSVAL populated.",TRUE,NA,"core-only"
"CORE-000742","","","FB1110","Record Data","TSVALNF is not equal to NA when TSPARAMCD=INDIC","TSVALNF is not equal to NA when TSPARAMCD=INDIC",TRUE,NA,"core-only"
"CORE-000743","","","FB0918","Record Data","IETESTCD and IETEST should have a one-to-one relationship.","IETESTCD and IETEST do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000744","CG0174","TIG0403","","Record Data","Raise an error when a related record is present in the parent domain dataset but FAOBJ is not equal to the --TERM, --TRT or --DECOD of the parent doma","Related record is present in the parent domain dataset but FAOBJ is not equal to the ""TERM"", ""TRT"" or ""DECOD"" of the par",TRUE,"blocker:requires-dynamic-parent-domain-link-op","cg-is-better"
"CORE-000745","","","FB0915","Record Data","OIPARMCD and OIPARM should have a one-to-one relationship.","OIPARMCD and OIPARM do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000746","","","FB5801","Record Data","When ethnicity term 'Spanish origin' is collected (SUPPDM.CETHNIC), it should be mapped to Ethnicity (ETHNIC) 'HISPANIC OR LATINO' in the DM dataset","Ethnicity Term 'Spanish origin' (SUPPDM.CETHNIC) is collected but is not mapped as ETHNIC = HISPANIC OR LATINO.",TRUE,NA,"core-only"
"CORE-000747","","","FB6001","Record Data","When Race Term 'Haitian' or 'Negro' (SUPPDM.CRACE) is collected, it should be mapped to Race (RACE) 'BLACK OR AFRICAN AMERICAN' in the DM dataset.","Race Term 'Haitian' or 'Negro' is collected (SUPPDM.CRACE) but is not mapped to RACE = BLACK OR AFRICAN AMERICAN in DM d",TRUE,NA,"core-only"
"CORE-000757","CG0602","TIG0656","","Record Data","When findings are collected about an intervention, and the interventions parent record exists and --DECOD = null, FAOBJ should be equal to --TRT.","Interventions parent record exists and --DECOD = null, but FAOBJ is not equal to --TRT.",TRUE,"narrative","core-is-better"
"CORE-000758","CG0534","TIG0627","","Record Data","Raise an error when milestone associated with RFSTDTC is start of treatment and ARMNRS is not null and different from 'UNPLANNED TREATMENT', but RFSTD","Milestone associated with RFSTDTC is start of treatment and ARMNRS is not null and different from 'UNPLANNED TREATMENT',",TRUE,"narrative","core-is-better"
"CORE-000760","","","FB3413","Record Data","Date/Time of First Challenge Agent Admin (RFCSTDTC) should be prior or equal to the Date/Time of Last Challenge Agent Admin (RFCENDTC).","RFCSTDTC falls after RFCENDTC.",TRUE,NA,"core-only"
"CORE-000761","CG0289","","","Record Data","Trigger error when TSVCDREF = 'CDISC' and TSVCDVER is not a valid published version (date)","TSVCDVER is not a valid published version (date)",TRUE,"predicate","true-duplicate"
"CORE-000763","CG0232","TIG0441","","Record Data","Trigger error when --STRTPT is not in ('BEFORE', 'COINCIDENT', 'UNKNOWN')","--STTPT is equal to the date of collection or assessment but --STRTPT is not in ('BEFORE', 'COINCIDENT',  'UNKNOWN').",TRUE,"predicate","true-duplicate"
"CORE-000765","","","FB2401","Dataset Metadata Check","The submitted dataset is larger than 5 GB","The submitted dataset is larger than 5 GB",TRUE,NA,"core-only"
"CORE-000766","CG0601","","","Record Data","When findings are collected, and the Events parent record exists and --DECOD is null, FAOBJ should not be equal to --TERM","Related record is present in the parent domain dataset and ""Other, specify"" value was coded.",TRUE,"narrative","core-is-better"
"CORE-000767","CG0603","","","Record Data","When findings are collected, and the parent record exists and --DECOD is not null, FAOBJ should not be equal to --DECOD","Parent record exists and --DECOD is not null, but FAOBJ is not equal to --DECOD.",TRUE,"narrative","core-is-better"
"CORE-000774","","","FB4202","Record Data","When a test is not done (--STAT = NOT DONE), the Reason Not Done (--REASND) should be populated.","--STAT = NOT DONE, but --REASND is missing.",TRUE,NA,"core-only"
"CORE-000776","","","FB3203","Record Data","When End Date/Time of Observation (--ENDTC) is present in the dataset, then the Study Day of End of Observation (--ENDY) should also be present in the","Study Day of End of Observation (--ENDY) variable is missing when End Date/Time of Observation (--ENDTC) is present.",TRUE,NA,"core-only"
"CORE-000777","CG0502","","","Domain Presence Check","Raise an error when variable RELMIDS is present in any of the dataset and TM dataset is missing in a study.","TM dataset is missing when RELMIDS variable is present in any of the dataset.",TRUE,"predicate","true-duplicate"
"CORE-000778","CG0650","","","Dataset Metadata Check","When an Associated Persons non-supplemental qualifier dataset is associated with a split dataset, the dataset name length must be greater than 4 and l","Associated Persons non-supplemental qualifier dataset associated with a split dataset does not have a dataset name with ",TRUE,"narrative","core-is-better"
"CORE-000779","CG0376","","","Record Data","TDSTOFF must be equal to 0 or a positive value in ISO 8601 Duration format","TDSTOFF is not equal to zero or a positive value in ISO 8601 Duration format",TRUE,"predicate","true-duplicate"
"CORE-000783","CG0314","","","Record Data","Raise an error when SUPP--.QNAM is present in dataset, but value of SUPP--.QNAM is equal to a variable name defined in the corresponding SDTM version.","SUPP--.QNAM is present in the dataset, but the value of SUPP--.QNAM equals a variable name defined in the corresponding ",TRUE,"narrative","core-is-better"
"CORE-000784","CG0217","TIG0431","","Record Data","Raise an error when variable TAETORD values don't match between Subject Visits (SV) and Subject Elements (SE) datasets.","TAETORD values don't match between Subject Visits (SV) and Subject Elements (SE) datasets.",TRUE,"predicate","true-duplicate"
"CORE-000785","CG0429","TIG0583","","Record Data","Part B - Raise an error when IESCAT is not empty, but IECAT is empty.","IECAT should not be null when IESCAT is populated",TRUE,"predicate","true-duplicate"
"CORE-000786","CG0430","TIG0584","","Record Data","Part B - Raise an error when IESCAT exists in a dataset, but IECAT does not exist.","IESCAT exists in a dataset, but IECAT does not exist.",TRUE,"predicate","true-duplicate"
"CORE-000787","CG0291","","","Record Data","Raise an error when TSVALNF is empty and TSVAL is populated with values or synonyms of values in the ISO 21090 null flavor codelist (or other terms th","TSVAL is populated with an ISO 21090 null flavor or null flavor description.",TRUE,"narrative","core-is-better"
"CORE-000790","","","FB2505","Record Data","If a subject is assigned to an arm, the subject should have a record in EX.","Subject is assigned to an arm code (randomized) but has no record in EX.",TRUE,NA,"core-only"
"CORE-000791","","","FB0903","Record Data","ACTARMCD and ACTARM should have a one-to-one relationship.","ACTARMCD and ACTARM do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000792","","","FB0905","Record Data","--CLASCD and --CLAS should have a one-to-one relationship.","--CLASCD and --CLAS do not have a one-to-one relationship.",TRUE,NA,"core-only"
"CORE-000793","","","FB1601","Record Data","Collection study day (--DY) should be present when date/time of collection (--DTC) is populated","Collection study day (--DY) is missing when date/time of collection (--DTC) is populated.",TRUE,NA,"core-only"
"CORE-000841","","","FB0612","Record Data","End Date/Time of Adverse Event (AEENDTC) in AE dataset of Adverse Event where AEOUT = 'FATAL' should be equal to the Date/Time of Death (DTHDTC) in th","AEENDTC in AE dataset of AE where AEOUT = 'FATAL' is not equal to DTHDTC in the DM dataset.",TRUE,NA,"core-only"
"CORE-000842","CG0213","","","Record Data","When SVUPDES is not populated, then the VISITNUM should be equal to a VISITNUM in TV","SVUPDES is not populated or does not exist, but the VISITNUM does not equal a VISITNUM present in TV",TRUE,"predicate","true-duplicate"
"CORE-000843","CG0214","","","Record Data","When SVUPDES is populated, then the VISITNUM should not be equal to a VISITNUM in TV","SVUPDES is populated, but the VISITNUM equals a VISITNUM present in TV",TRUE,"narrative","core-is-better"
"CORE-000844","CG0531","","","Domain Presence Check","Part A - Raise an error when RACE in DM equals 'MULTIPLE' and SUPPDM dataset is not present.","RACE in DM equals 'MULTIPLE' but multiple races are not collected in SUPPDM.",TRUE,"narrative","core-is-better"
"CORE-000845","CG0531","","","Record Data","Part B -  Raise an error when RACE in DM equals 'MULTIPLE' but no records are present in SUPPDM.","RACE in DM equals 'MULTIPLE' but multiple races are not collected in SUPPDM.",TRUE,"narrative","core-is-better"
"CORE-000846","CG0531","","","Record Data","Part C - Raise an error when RACE in DM equals 'MULTIPLE' but no multiple RACE records are present in SUPPDM.","RACE in DM equals 'MULTIPLE' but multiple races are not collected in SUPPDM.",TRUE,"narrative","core-is-better"
"CORE-000852","CG0330; CG0664","TIG0698","","Variable Metadata Check","Raise an error when variables are not in the specified order","Variables are not in the correct order as shown in SDTM for the observation class.",TRUE,"narrative","core-is-better"
"CORE-000853","","","FB1602","Record Data","Collection study day (--DY) should be populated when date/time of collection (--DTC) is populated","Collection study day (--DY) is not populated when date/time of collection (--DTC) is populated.",TRUE,NA,"core-only"
"CORE-000862","","","FB3205","Record Data","When Study Day of Start of Observation (--STDY) is present in the dataset, then the Start Date/Time of Observation (--STDTC) is also present in the da","Start Date/Time of Observation (--STDTC) variable is missing when Study Day of Start of Observation (--STDY) is present.",TRUE,NA,"core-only"
"CORE-000863","","","FB3101","Record Data","When --STRESC is populated with a numeric value, --STRESN should be populated.","--STRESC is populated with a numeric value, but --STRESN is not populated.",TRUE,NA,"core-only"
"CORE-000864","","","FB3206","Record Data","When Study Day of End of Observation (--ENDY) is present in the dataset, then the End Date/Time of Observation (--ENDTC) is also present in the datase","End Date/Time of Observation (--ENDTC) variable is missing when Study Day of End of Observation (--ENDY) is present.",TRUE,NA,"core-only"
"CORE-000865","","","FB4405","Record Data","When Planned Elapsed Time from Time Point Ref (--ELTM) is populated, Time Point Reference (--TPTREF) should also be populated.","--ELTM is populated, but --TPTREF is missing.",TRUE,NA,"core-only"
"CORE-000866","","","FB3210","Record Data","Date/Time of Collection (--DTC) should be prior or equal to the End Date/Time of Observation (--ENDTC)","--DTC falls after --ENDTC.",TRUE,NA,"core-only"
"CORE-000867","","","FB1501","Value Check with Variable Metadata","Text variable in submitted dataset should not contain leading spaces ' '.","Text variable contains leading spaces.",TRUE,NA,"core-only"
"CORE-000880","","","FB4006","Record Data","Planned Duration (--PDUR) value should not be negative.","Negative value for --PDUR.",TRUE,NA,"core-only"
"CORE-000885","","","FB2302","Record Data","All subjects in the Demographics domain who are participating in a study that includes an interventional product must have at least one corresponding ","A subject has a record in DM but not in EX while participating in an interventional study",TRUE,NA,"core-only"
"CORE-000886","","","FB2306","Record Data","All subjects that have no record in the Exposure domain who are participating in a study that includes an interventional product should have ARMNRS po","A subject has a no record in EX but is not populated ARMNRS while participating in an interventional study",TRUE,NA,"core-only"
"CORE-000887","","","FB2301","Record Data","All subjects in the Demographics domain who are participating in a study that includes an interventional product must have at least one corresponding ","A subject has a record in DM but not in EX while participating in an interventional study",TRUE,NA,"core-only"
"CORE-000889","","","FB3902","Record Data","Normal Range Upper Limit-Original Units (--ORNRHI) is greater than the Normal Range Lower Limit-Original Units (--ORNRLO).","--ORNRHI is less than or equal to --ORNRLO.",TRUE,NA,"core-only"
"CORE-000890","","","FB1502","Value Check with Variable Metadata","Text variable in submitted dataset should not contain  '.' as an entire value.","Text variable contains '.' as an entire value.",TRUE,NA,"core-only"
"CORE-000892","","","FB4301","Record Data","When Eed timepoint (--ENDTC, --ENRF or --ENRTPT) is populated, related start timepoint (--STDTC, --STRF or --STRTPT should also be populated.","End timepoint is populated but start timepoint is missing.",TRUE,NA,"core-only"
"CORE-000901","","","FB6901","Record Data","The values of PPCAT and PCTEST do not match at the same reference timepoint","The values of PPCAT and PCTEST do not match at the same reference timepoint",TRUE,NA,"core-only"
"CORE-000913","","","FB0611","Record Data","Disposition date time (DSSTDTC) for DEATH record in the DS dataset should be equal to the Date of Death (DTHDTC) in the DM dataset for the correspondi","DSSTDTC for DEATH record in DS dataset is not equal to DTHDTC in the DM dataset.",TRUE,NA,"core-only"
"CORE-000914","","","FB2603","Record Data","There should be only one record with a baseline flag and non missing character standard result value having the same --TESTCD, --CAT, --SCAT, --SPEC, ","There are multiple records per assigned baseline flag (--BLFL).",TRUE,NA,"core-only"
"CORE-000915","","","FB2604","Record Data","There should be only one record with a last observation before exposure flag and non missing character standard result value having the same --TESTCD,","There are multiple records per assigned last observation before exposure flag (--LOBXFL).",TRUE,NA,"core-only"
"CORE-000916","CG0370","TIG0534","","Record Data","Part B - Raise and error when IDVAR in RELREC is not populated with a valid variable from the dataset referenced in RDOMAIN.","Value for IDVAR in RELREC does not represent a variable present in the dataset referenced in RDOMAIN.",TRUE,"narrative","core-is-better"
"CORE-000927","","","FB2304","Record Data","All subjects in the Exposure domain who are participating in a study that includes an interventional product must be assigned to an ARM.","A subject has a record in EX but is not assigned to a treatment while participating in an interventional study",TRUE,NA,"core-only"
"CORE-000929","CG0001","TIG0289; TIG0090","","Define Item Metadata Check against Library Metadata","Raise and error when the DOMAIN Code is not a valid Domain Code published by CDISC.","DOMAIN Code is not a published DOMAIN Code in CDISC Controlled Terminology.",TRUE,"predicate","true-duplicate"
"CORE-000952","","","FB3407","Record Data","End Date/Time (--ENDTC) variable value should be prior or equal to the Date/Time of End of Participation (RFPENDTC).","--ENDTC falls after RFPENDTC.",TRUE,NA,"core-only"
"CORE-000953","CG0370","TIG0534","","Record Data","Part C - Raise and error when IDVAR in CO is not populated with a valid variable from the dataset referenced in RDOMAIN.","Value for IDVAR in CO does not represent a variable present in the dataset referenced in RDOMAIN.",TRUE,"narrative","core-is-better"
"CORE-001034","CG0562","TIG0648","","Record Data","Raise an error when REPNUM is in the dataset and there are multiple records for a subject for a test within the timeframe identified by the timing var","--REPNUM is null or is not unique per subject per test per timing variables.",TRUE,"narrative","core-is-better"
"CORE-001043","","","FB0501","Record Data","Age should be provided for all subjects, except where not collected for screen failures.","Age is missing for a non-screen failure subject.",TRUE,NA,"core-only"
"CORE-001064","","","FB2305","Record Data","All subjects that have no record in the Exposure domain who are participating in a study that includes an interventional product should not be assigne","Subject has a no record in EX but is assigned to a treatment while participating in an interventional study",TRUE,NA,"core-only"
"CORE-001078","","","FB0609","Record Data","When Death flag (DTHFL) in the DM dataset is populated as 'Y' then a record should be present in the AE dataset where AEOUT = 'FATAL' and AESDTH = 'Y'","DTHFL in DM dataset is ""Y"" but a record is missing in AE dataset where AESDTH = ""Y"" and AEOUT = ""FATAL"".",TRUE,NA,"core-only"
"CORE-001079","CG0013; CG0351","","","Variable Metadata Check","Raise an error when a variable is not an allowed variable for an Observation Class","Variables not listed in the Model List of Allowed Variables for Observation Class should be in SUPPQUAL.",TRUE,"narrative","core-is-better"
"CORE-001080","CG0288","","","Record Data","Raise an error when TSVCDREF ='CDISC' and TSVALCD is not a valid code in the version identified in TSVCDVER.","TSVALCD is not a valid code in the CDISC CT version identified in TSVCDVER.",TRUE,"narrative","core-is-better"
"CORE-001081","CG0010","","","Define Item Metadata Check against Library Metadata","Raise an error when the metadata attribute of variable role does not match the IG role for domain in IG, or model role (for custom domains)","Variable role specified in the define-xml does not match the variable role in the IG (for domains) or in the model (for ",TRUE,"narrative","core-is-better"
"CORE-001082","CG0012","","","Variable Metadata Check against Library Metadata","Raise an error when the variable type does not match IG Type (for domains in IG) or Model Type (custom domains)","Variable data type specified in the dataset does not match the variable data type in the IG or the Model.",TRUE,"narrative","core-is-better"
